"meshcode10km","nearest_block_no","area","station_name"
"362257","1493","沖縄","所野"
"362306","1354","沖縄","波照間"
"362326","1251","沖縄","大原"
"362327","1251","沖縄","大原"
"362335","47917","沖縄","西表島"
"362336","1251","沖縄","大原"
"362337","1251","沖縄","大原"
"362345","47917","沖縄","西表島"
"362346","47917","沖縄","西表島"
"362347","1251","沖縄","大原"
"362350","47912","沖縄","与那国島"
"362356","47917","沖縄","西表島"
"362420","47918","沖縄","石垣島"
"362430","47918","沖縄","石垣島"
"362431","47918","沖縄","石垣島"
"362440","47918","沖縄","石垣島"
"362441","47918","沖縄","石垣島"
"362442","1639","沖縄","盛山"
"362450","1250","沖縄","川平"
"362451","1250","沖縄","川平"
"362452","1145","沖縄","伊原間"
"362462","1145","沖縄","伊原間"
"362472","1145","沖縄","伊原間"
"362475","1491","沖縄","仲筋"
"364123","1595","東京","母島"
"372405","1491","沖縄","仲筋"
"372415","1491","沖縄","仲筋"
"372501","1483","沖縄","鏡原"
"372502","1483","沖縄","鏡原"
"372503","1248","沖縄","城辺"
"372511","1490","沖縄","下地島"
"372512","1483","沖縄","鏡原"
"372513","1248","沖縄","城辺"
"372521","1490","沖縄","下地島"
"372522","47927","沖縄","宮古島"
"372531","1490","沖縄","下地島"
"372532","47927","沖縄","宮古島"
"374102","1595","東京","母島"
"374112","1595","東京","母島"
"382354","47917","沖縄","西表島"
"383151","47945","沖縄","南大東"
"383152","1518","沖縄","旧東"
"383161","1518","沖縄","旧東"
"383162","1518","沖縄","旧東"
"383172","1517","沖縄","北大東"
"384112","1595","東京","母島"
"392636","47929","沖縄","久米島"
"392645","1534","沖縄","北原"
"392646","47929","沖縄","久米島"
"392705","0909","沖縄","糸数"
"392711","1152","沖縄","渡嘉敷"
"392712","1152","沖縄","渡嘉敷"
"392715","0909","沖縄","糸数"
"392716","0909","沖縄","糸数"
"392721","1152","沖縄","渡嘉敷"
"392722","1152","沖縄","渡嘉敷"
"392723","1152","沖縄","渡嘉敷"
"392725","1482","沖縄","安次嶺"
"392726","0909","沖縄","糸数"
"392727","1596","沖縄","宮城島"
"392735","0907","沖縄","胡屋"
"392736","0907","沖縄","胡屋"
"392737","1596","沖縄","宮城島"
"392741","1651","沖縄","渡名喜"
"392745","0906","沖縄","読谷"
"392746","0907","沖縄","胡屋"
"392747","1596","沖縄","宮城島"
"392755","0906","沖縄","読谷"
"392756","0906","沖縄","読谷"
"392757","1596","沖縄","宮城島"
"392761","1515","沖縄","粟国"
"392766","47940","沖縄","名護"
"392767","47940","沖縄","名護"
"392771","1515","沖縄","粟国"
"392776","1373","沖縄","本部"
"392777","47940","沖縄","名護"
"392840","1596","沖縄","宮城島"
"392850","1596","沖縄","宮城島"
"392860","1374","沖縄","東"
"392861","1374","沖縄","東"
"392870","1374","沖縄","東"
"392871","1374","沖縄","東"
"392872","1374","沖縄","東"
"394261","1595","東京","母島"
"394270","1595","東京","母島"
"394271","1595","東京","母島"
"402706","1373","沖縄","本部"
"402707","1373","沖縄","本部"
"402727","1147","沖縄","伊是名"
"402737","1147","沖縄","伊是名"
"402747","1147","沖縄","伊是名"
"402800","1586","沖縄","国頭"
"402801","1586","沖縄","国頭"
"402802","0901","沖縄","奥"
"402811","0901","沖縄","奥"
"402812","0901","沖縄","奥"
"402821","0901","沖縄","奥"
"402822","0901","沖縄","奥"
"402840","1147","沖縄","伊是名"
"402843","1277","鹿児島","与論島"
"402850","1147","沖縄","伊是名"
"402874","47942","鹿児島","沖永良部"
"404066","47971","東京","父島"
"404067","47971","東京","父島"
"404077","47971","東京","父島"
"404200","1595","東京","母島"
"404201","1595","東京","母島"
"404241","47971","東京","父島"
"404251","47971","東京","父島"
"404261","47971","東京","父島"
"412804","47942","鹿児島","沖永良部"
"412805","47942","鹿児島","沖永良部"
"412815","47942","鹿児島","沖永良部"
"412837","1139","鹿児島","伊仙"
"412847","1139","鹿児島","伊仙"
"412857","1542","鹿児島","天城"
"412861","47942","鹿児島","沖永良部"
"412867","1542","鹿児島","天城"
"412940","1139","鹿児島","伊仙"
"412950","1139","鹿児島","伊仙"
"414211","47971","東京","父島"
"414221","47971","東京","父島"
"414231","47971","東京","父島"
"414240","47971","東京","父島"
"414241","47971","東京","父島"
"422901","0980","鹿児島","古仁屋"
"422902","0980","鹿児島","古仁屋"
"422911","0980","鹿児島","古仁屋"
"422912","0980","鹿児島","古仁屋"
"422913","0980","鹿児島","古仁屋"
"422921","0980","鹿児島","古仁屋"
"422922","0980","鹿児島","古仁屋"
"422923","0980","鹿児島","古仁屋"
"422931","0980","鹿児島","古仁屋"
"422932","0980","鹿児島","古仁屋"
"422933","47909","鹿児島","名瀬"
"422934","47909","鹿児島","名瀬"
"422937","1296","鹿児島","喜界島"
"422942","47909","鹿児島","名瀬"
"422943","47909","鹿児島","名瀬"
"422944","47909","鹿児島","名瀬"
"422945","1520","鹿児島","笠利"
"422947","1296","鹿児島","喜界島"
"422954","47909","鹿児島","名瀬"
"422955","1520","鹿児島","笠利"
"422965","1520","鹿児島","笠利"
"423030","1296","鹿児島","喜界島"
"423040","1296","鹿児島","喜界島"
"432817","1647","鹿児島","宝島"
"432910","1647","鹿児島","宝島"
"432951","1647","鹿児島","宝島"
"442914","1654","鹿児島","諏訪之瀬島"
"442935","1654","鹿児島","諏訪之瀬島"
"442944","1658","鹿児島","平島"
"442945","1654","鹿児島","諏訪之瀬島"
"442956","1540","鹿児島","中之島"
"442957","1540","鹿児島","中之島"
"442964","1658","鹿児島","平島"
"442966","1540","鹿児島","中之島"
"442967","1540","鹿児島","中之島"
"442977","1540","鹿児島","中之島"
"452907","1540","鹿児島","中之島"
"453023","0899","鹿児島","尾之間"
"453024","0899","鹿児島","尾之間"
"453033","0899","鹿児島","尾之間"
"453034","0899","鹿児島","尾之間"
"453035","47836","鹿児島","屋久島"
"453043","0899","鹿児島","尾之間"
"453044","47836","鹿児島","屋久島"
"453045","47836","鹿児島","屋久島"
"453046","0898","鹿児島","上中"
"453047","0898","鹿児島","上中"
"453051","0899","鹿児島","尾之間"
"453052","0899","鹿児島","尾之間"
"453053","47836","鹿児島","屋久島"
"453054","47836","鹿児島","屋久島"
"453056","0898","鹿児島","上中"
"453057","0898","鹿児島","上中"
"453067","0897","鹿児島","中種子"
"453077","0897","鹿児島","中種子"
"453160","0897","鹿児島","中種子"
"453170","0897","鹿児島","中種子"
"462917","47831","鹿児島","枕崎"
"462927","47831","鹿児島","枕崎"
"462963","0879","鹿児島","中甑"
"463006","47837","鹿児島","種子島"
"463007","47837","鹿児島","種子島"
"463012","1161","鹿児島","佐多"
"463013","1161","鹿児島","佐多"
"463016","47837","鹿児島","種子島"
"463035","1161","鹿児島","佐多"
"463045","1161","鹿児島","佐多"
"463046","1161","鹿児島","佐多"
"463054","1161","鹿児島","佐多"
"463055","1161","鹿児島","佐多"
"463056","1136","鹿児島","田代"
"463057","1136","鹿児島","田代"
"463061","47831","鹿児島","枕崎"
"463062","47831","鹿児島","枕崎"
"463063","47831","鹿児島","枕崎"
"463064","0893","鹿児島","指宿"
"463065","0893","鹿児島","指宿"
"463066","1136","鹿児島","田代"
"463067","1136","鹿児島","田代"
"463071","47831","鹿児島","枕崎"
"463072","47831","鹿児島","枕崎"
"463073","0890","鹿児島","喜入"
"463074","0893","鹿児島","指宿"
"463075","0893","鹿児島","指宿"
"463076","0937","鹿児島","鹿屋"
"463077","1181","鹿児島","肝付前田"
"463100","47837","鹿児島","種子島"
"463110","47837","鹿児島","種子島"
"463120","47837","鹿児島","種子島"
"463160","0895","鹿児島","内之浦"
"463170","0895","鹿児島","内之浦"
"463171","0895","鹿児島","内之浦"
"472872","1479","長崎","上大津"
"472935","0879","鹿児島","中甑"
"472945","0879","鹿児島","中甑"
"472946","0879","鹿児島","中甑"
"472956","0879","鹿児島","中甑"
"472957","0879","鹿児島","中甑"
"472966","0879","鹿児島","中甑"
"472967","0879","鹿児島","中甑"
"473000","47831","鹿児島","枕崎"
"473001","0887","鹿児島","加世田"
"473002","0887","鹿児島","加世田"
"473003","0890","鹿児島","喜入"
"473004","0890","鹿児島","喜入"
"473006","0937","鹿児島","鹿屋"
"473007","1181","鹿児島","肝付前田"
"473010","0887","鹿児島","加世田"
"473011","0887","鹿児島","加世田"
"473012","0887","鹿児島","加世田"
"473013","0890","鹿児島","喜入"
"473014","0890","鹿児島","喜入"
"473015","0890","鹿児島","喜入"
"473016","0888","鹿児島","吉ケ別府"
"473017","0888","鹿児島","吉ケ別府"
"473022","0883","鹿児島","東市来"
"473023","47827","鹿児島","鹿児島"
"473024","47827","鹿児島","鹿児島"
"473025","47827","鹿児島","鹿児島"
"473026","1146","鹿児島","輝北"
"473027","1149","鹿児島","大隅"
"473032","0883","鹿児島","東市来"
"473033","47827","鹿児島","鹿児島"
"473034","47827","鹿児島","鹿児島"
"473035","0935","鹿児島","牧之原"
"473036","1146","鹿児島","輝北"
"473037","1149","鹿児島","大隅"
"473041","0883","鹿児島","東市来"
"473042","0883","鹿児島","東市来"
"473043","0882","鹿児島","八重山"
"473044","0882","鹿児島","八重山"
"473045","0881","鹿児島","溝辺"
"473046","0935","鹿児島","牧之原"
"473047","0935","鹿児島","牧之原"
"473051","0880","鹿児島","川内"
"473052","0880","鹿児島","川内"
"473053","0882","鹿児島","八重山"
"473054","0882","鹿児島","八重山"
"473055","0881","鹿児島","溝辺"
"473056","0881","鹿児島","溝辺"
"473057","47829","宮崎","都城"
"473061","0880","鹿児島","川内"
"473062","0880","鹿児島","川内"
"473063","0878","鹿児島","さつま柏原"
"473064","0878","鹿児島","さつま柏原"
"473065","0881","鹿児島","溝辺"
"473066","0862","宮崎","えびの"
"473067","0862","宮崎","えびの"
"473071","47823","鹿児島","阿久根"
"473072","0877","鹿児島","紫尾山"
"473073","0878","鹿児島","さつま柏原"
"473074","0875","鹿児島","大口"
"473075","0875","鹿児島","大口"
"473076","0862","宮崎","えびの"
"473077","0863","宮崎","小林"
"473100","0936","鹿児島","志布志"
"473101","0872","宮崎","串間"
"473102","0872","宮崎","串間"
"473110","0936","鹿児島","志布志"
"473111","0872","宮崎","串間"
"473112","0872","宮崎","串間"
"473113","47835","宮崎","油津"
"473120","1149","鹿児島","大隅"
"473121","0936","鹿児島","志布志"
"473122","47835","宮崎","油津"
"473123","47835","宮崎","油津"
"473130","1149","鹿児島","大隅"
"473131","1164","宮崎","深瀬"
"473132","1164","宮崎","深瀬"
"473133","47835","宮崎","油津"
"473140","47829","宮崎","都城"
"473141","1164","宮崎","深瀬"
"473142","1164","宮崎","深瀬"
"473143","47835","宮崎","油津"
"473150","47829","宮崎","都城"
"473151","1663","宮崎","田野"
"473152","1663","宮崎","田野"
"473153","1481","宮崎","赤江"
"473160","0864","宮崎","野尻"
"473161","0864","宮崎","野尻"
"473162","1663","宮崎","田野"
"473163","1481","宮崎","赤江"
"473170","0864","宮崎","野尻"
"473171","0864","宮崎","野尻"
"473172","0865","宮崎","国富"
"473173","47830","宮崎","宮崎"
"482802","1479","長崎","上大津"
"482803","1479","長崎","上大津"
"482866","1479","長崎","上大津"
"482867","1479","長崎","上大津"
"482874","1479","長崎","上大津"
"482875","1479","長崎","上大津"
"482876","1479","長崎","上大津"
"482877","1479","長崎","上大津"
"482927","47838","熊本","牛深"
"482937","47838","熊本","牛深"
"482947","47838","熊本","牛深"
"482965","1670","長崎","脇岬"
"482966","1670","長崎","脇岬"
"482975","1670","長崎","脇岬"
"482976","1670","長崎","脇岬"
"482977","47817","長崎","長崎"
"483001","47823","鹿児島","阿久根"
"483002","0934","鹿児島","出水"
"483003","0934","鹿児島","出水"
"483004","0875","鹿児島","大口"
"483005","0875","鹿児島","大口"
"483006","0860","宮崎","加久藤"
"483007","0863","宮崎","小林"
"483010","47838","熊本","牛深"
"483011","47823","鹿児島","阿久根"
"483012","0934","鹿児島","出水"
"483013","0934","鹿児島","出水"
"483014","0875","鹿児島","大口"
"483015","0875","鹿児島","大口"
"483016","0860","宮崎","加久藤"
"483017","0926","熊本","上"
"483020","47838","熊本","牛深"
"483021","47838","熊本","牛深"
"483022","0924","熊本","水俣"
"483023","0924","熊本","水俣"
"483024","1581","熊本","一勝地"
"483025","47824","熊本","人吉"
"483026","47824","熊本","人吉"
"483027","0926","熊本","上"
"483030","47838","熊本","牛深"
"483031","47838","熊本","牛深"
"483032","0924","熊本","水俣"
"483033","0946","熊本","田浦"
"483034","0946","熊本","田浦"
"483035","1435","熊本","山江"
"483036","1435","熊本","山江"
"483037","0925","熊本","多良木"
"483040","0845","熊本","本渡"
"483041","0845","熊本","本渡"
"483042","0845","熊本","本渡"
"483043","0946","熊本","田浦"
"483044","0946","熊本","田浦"
"483045","1435","熊本","山江"
"483046","1368","熊本","五木"
"483047","0925","熊本","多良木"
"483050","0845","熊本","本渡"
"483051","0845","熊本","本渡"
"483052","0843","熊本","松島"
"483053","0843","熊本","松島"
"483054","0846","熊本","八代"
"483055","0846","熊本","八代"
"483056","1368","熊本","五木"
"483057","1368","熊本","五木"
"483060","0845","熊本","本渡"
"483061","0922","長崎","口之津"
"483062","0843","熊本","松島"
"483063","0843","熊本","松島"
"483064","0846","熊本","八代"
"483065","0846","熊本","八代"
"483066","0842","熊本","甲佐"
"483067","0842","熊本","甲佐"
"483071","0922","長崎","口之津"
"483072","47818","長崎","雲仙岳"
"483073","1081","熊本","三角"
"483074","1081","熊本","三角"
"483075","1580","熊本","宇土"
"483076","0842","熊本","甲佐"
"483077","1613","熊本","山都"
"483100","0863","宮崎","小林"
"483101","0865","宮崎","国富"
"483102","0865","宮崎","国富"
"483103","0861","宮崎","西都"
"483104","0859","宮崎","高鍋"
"483110","1345","宮崎","西米良"
"483111","1345","宮崎","西米良"
"483112","0861","宮崎","西都"
"483113","0859","宮崎","高鍋"
"483114","0859","宮崎","高鍋"
"483120","1086","熊本","湯前横谷"
"483121","1345","宮崎","西米良"
"483122","1345","宮崎","西米良"
"483123","0859","宮崎","高鍋"
"483124","1608","宮崎","都農"
"483130","1086","熊本","湯前横谷"
"483131","1345","宮崎","西米良"
"483132","1353","宮崎","神門"
"483133","1608","宮崎","都農"
"483134","1608","宮崎","都農"
"483140","1636","宮崎","椎葉"
"483141","1636","宮崎","椎葉"
"483142","1353","宮崎","神門"
"483143","1353","宮崎","神門"
"483144","0857","宮崎","日向"
"483145","0857","宮崎","日向"
"483150","1636","宮崎","椎葉"
"483151","1636","宮崎","椎葉"
"483152","1343","宮崎","諸塚"
"483153","1343","宮崎","諸塚"
"483154","0857","宮崎","日向"
"483155","0857","宮崎","日向"
"483160","1636","宮崎","椎葉"
"483161","1636","宮崎","椎葉"
"483162","1343","宮崎","諸塚"
"483163","1432","宮崎","北方"
"483164","1432","宮崎","北方"
"483165","47822","宮崎","延岡"
"483170","1348","宮崎","鞍岡"
"483171","1348","宮崎","鞍岡"
"483172","1609","宮崎","日之影"
"483173","1609","宮崎","日之影"
"483174","47822","宮崎","延岡"
"483175","47822","宮崎","延岡"
"483176","1135","宮崎","古江"
"483956","1648","東京","青ヶ島"
"492804","47843","長崎","福江"
"492805","47843","長崎","福江"
"492806","47843","長崎","福江"
"492807","47843","長崎","福江"
"492815","47843","長崎","福江"
"492816","47843","長崎","福江"
"492817","47843","長崎","福江"
"492826","47843","長崎","福江"
"492827","1138","長崎","有川"
"492837","1138","長崎","有川"
"492900","47843","長崎","福江"
"492906","47817","長崎","長崎"
"492907","47817","長崎","長崎"
"492910","1138","長崎","有川"
"492915","0818","長崎","長浦岳"
"492916","47817","長崎","長崎"
"492917","47817","長崎","長崎"
"492920","1138","長崎","有川"
"492924","1672","長崎","西海"
"492925","0818","長崎","長浦岳"
"492926","0818","長崎","長浦岳"
"492927","1084","長崎","大村"
"492930","1138","長崎","有川"
"492931","1138","長崎","有川"
"492932","1138","長崎","有川"
"492934","1672","長崎","西海"
"492935","1672","長崎","西海"
"492936","0818","長崎","長浦岳"
"492937","1084","長崎","大村"
"492940","1080","長崎","有川"
"492941","1080","長崎","有川"
"492942","1080","長崎","有川"
"492944","1672","長崎","西海"
"492945","1672","長崎","西海"
"492946","47812","長崎","佐世保"
"492947","0830","佐賀","嬉野"
"492950","1080","長崎","有川"
"492951","1080","長崎","有川"
"492952","1080","長崎","有川"
"492953","1672","長崎","西海"
"492954","1672","長崎","西海"
"492955","47812","長崎","佐世保"
"492956","47812","長崎","佐世保"
"492957","0830","佐賀","嬉野"
"492960","1080","長崎","有川"
"492961","1080","長崎","有川"
"492962","47805","長崎","平戸"
"492963","47805","長崎","平戸"
"492964","47812","長崎","佐世保"
"492965","47812","長崎","佐世保"
"492966","1075","佐賀","伊万里"
"492967","1075","佐賀","伊万里"
"492970","1080","長崎","有川"
"492971","1080","長崎","有川"
"492973","47805","長崎","平戸"
"492974","47805","長崎","平戸"
"492975","0814","長崎","松浦"
"492976","1075","佐賀","伊万里"
"492977","1075","佐賀","伊万里"
"493001","47818","長崎","雲仙岳"
"493002","47818","長崎","雲仙岳"
"493003","0962","長崎","島原"
"493004","1580","熊本","宇土"
"493005","1580","熊本","宇土"
"493006","0842","熊本","甲佐"
"493007","1613","熊本","山都"
"493010","0820","長崎","諫早"
"493011","47818","長崎","雲仙岳"
"493012","0962","長崎","島原"
"493013","0962","長崎","島原"
"493014","1580","熊本","宇土"
"493015","47819","熊本","熊本"
"493016","0923","熊本","益城"
"493017","1660","熊本","南阿蘇"
"493020","0820","長崎","諫早"
"493021","47818","長崎","雲仙岳"
"493022","0962","長崎","島原"
"493023","0834","熊本","岱明"
"493024","0834","熊本","岱明"
"493025","47819","熊本","熊本"
"493026","0923","熊本","益城"
"493027","1660","熊本","南阿蘇"
"493030","0820","長崎","諫早"
"493031","0820","長崎","諫早"
"493033","0793","福岡","大牟田"
"493034","0834","熊本","岱明"
"493035","0835","熊本","菊池"
"493036","0835","熊本","菊池"
"493037","1240","熊本","阿蘇乙姫"
"493040","0830","佐賀","嬉野"
"493041","1480","佐賀","川副"
"493043","0793","福岡","大牟田"
"493044","0793","福岡","大牟田"
"493045","0832","熊本","鹿北"
"493046","0835","熊本","菊池"
"493047","0833","熊本","南小国"
"493050","0830","佐賀","嬉野"
"493051","0829","佐賀","白石"
"493052","1480","佐賀","川副"
"493053","0945","福岡","柳川"
"493054","0792","福岡","黒木"
"493055","0832","熊本","鹿北"
"493056","1554","大分","椿ヶ鼻"
"493057","1554","大分","椿ヶ鼻"
"493060","0829","佐賀","白石"
"493061","0829","佐賀","白石"
"493062","47813","佐賀","佐賀"
"493063","0945","福岡","柳川"
"493064","0792","福岡","黒木"
"493065","0792","福岡","黒木"
"493066","1554","大分","椿ヶ鼻"
"493067","1554","大分","椿ヶ鼻"
"493070","0829","佐賀","白石"
"493071","47813","佐賀","佐賀"
"493072","47813","佐賀","佐賀"
"493073","0790","福岡","久留米"
"493074","0791","福岡","耳納山"
"493075","0791","福岡","耳納山"
"493076","47814","大分","日田"
"493077","47814","大分","日田"
"493100","1348","宮崎","鞍岡"
"493101","0852","宮崎","高千穂"
"493102","0852","宮崎","高千穂"
"493103","1609","宮崎","日之影"
"493104","1142","大分","宇目"
"493105","1135","宮崎","古江"
"493106","1135","宮崎","古江"
"493107","0810","大分","蒲江"
"493110","1660","熊本","南阿蘇"
"493111","0840","熊本","高森"
"493112","0852","宮崎","高千穂"
"493113","1609","宮崎","日之影"
"493114","1142","大分","宇目"
"493115","1142","大分","宇目"
"493116","0810","大分","蒲江"
"493117","0810","大分","蒲江"
"493120","1240","熊本","阿蘇乙姫"
"493121","0840","熊本","高森"
"493122","0806","大分","竹田"
"493123","0806","大分","竹田"
"493124","1142","大分","宇目"
"493125","1142","大分","宇目"
"493126","0808","大分","佐伯"
"493127","0808","大分","佐伯"
"493130","1240","熊本","阿蘇乙姫"
"493131","1240","熊本","阿蘇乙姫"
"493132","0806","大分","竹田"
"493133","0806","大分","竹田"
"493134","0805","大分","犬飼"
"493135","0805","大分","犬飼"
"493136","0808","大分","佐伯"
"493137","0808","大分","佐伯"
"493140","0833","熊本","南小国"
"493141","0833","熊本","南小国"
"493142","0806","大分","竹田"
"493143","0806","大分","竹田"
"493144","0805","大分","犬飼"
"493145","0805","大分","犬飼"
"493146","0933","大分","臼杵"
"493147","0808","大分","佐伯"
"493150","0833","熊本","南小国"
"493151","0833","熊本","南小国"
"493152","0799","大分","湯布院"
"493153","0799","大分","湯布院"
"493154","0805","大分","犬飼"
"493155","0805","大分","犬飼"
"493156","0933","大分","臼杵"
"493157","0801","大分","佐賀関"
"493160","0932","大分","玖珠"
"493161","0932","大分","玖珠"
"493162","0799","大分","湯布院"
"493163","0799","大分","湯布院"
"493164","47815","大分","大分"
"493165","47815","大分","大分"
"493166","0801","大分","佐賀関"
"493167","0801","大分","佐賀関"
"493170","0932","大分","玖珠"
"493171","0932","大分","玖珠"
"493172","0799","大分","湯布院"
"493173","0799","大分","湯布院"
"493174","47815","大分","大分"
"493175","47815","大分","大分"
"493176","0801","大分","佐賀関"
"493177","0801","大分","佐賀関"
"493204","47897","高知","宿毛"
"493206","1556","高知","三崎"
"493207","47898","高知","清水"
"493210","0810","大分","蒲江"
"493213","0745","愛媛","御荘"
"493214","47897","高知","宿毛"
"493215","47897","高知","宿毛"
"493216","1556","高知","三崎"
"493217","1556","高知","三崎"
"493220","0810","大分","蒲江"
"493223","0745","愛媛","御荘"
"493224","0745","愛媛","御荘"
"493225","47897","高知","宿毛"
"493226","1556","高知","三崎"
"493227","1556","高知","三崎"
"493230","0808","大分","佐伯"
"493233","0745","愛媛","御荘"
"493234","0745","愛媛","御荘"
"493235","47897","高知","宿毛"
"493236","0763","高知","中村"
"493237","0763","高知","中村"
"493240","0808","大分","佐伯"
"493243","0745","愛媛","御荘"
"493244","0745","愛媛","御荘"
"493245","0745","愛媛","御荘"
"493246","0763","高知","中村"
"493247","0763","高知","中村"
"493250","0801","大分","佐賀関"
"493252","47892","愛媛","宇和島"
"493253","47892","愛媛","宇和島"
"493254","47892","愛媛","宇和島"
"493255","1235","高知","江川崎"
"493256","1235","高知","江川崎"
"493257","0761","高知","大正"
"493262","0961","愛媛","宇和"
"493263","47892","愛媛","宇和島"
"493264","47892","愛媛","宇和島"
"493265","1350","愛媛","近永"
"493266","1235","高知","江川崎"
"493267","0761","高知","大正"
"493272","1456","愛媛","瀬戸"
"493273","0961","愛媛","宇和"
"493274","47892","愛媛","宇和島"
"493275","1350","愛媛","近永"
"493276","0921","高知","梼原"
"493277","0921","高知","梼原"
"493300","47898","高知","清水"
"493310","47898","高知","清水"
"493320","0763","高知","中村"
"493330","1233","高知","佐賀"
"493340","1233","高知","佐賀"
"493341","1233","高知","佐賀"
"493350","1233","高知","佐賀"
"493351","1233","高知","佐賀"
"493360","0758","高知","窪川"
"493361","0758","高知","窪川"
"493362","0758","高知","窪川"
"493370","0758","高知","窪川"
"493371","0758","高知","窪川"
"493372","0756","高知","須崎"
"493461","47899","高知","室戸岬"
"493470","47899","高知","室戸岬"
"493471","47899","高知","室戸岬"
"493946","47678","東京","八丈島"
"493955","47678","東京","八丈島"
"493956","47678","東京","八丈島"
"502903","47805","長崎","平戸"
"502904","47805","長崎","平戸"
"502905","0814","長崎","松浦"
"502906","0814","長崎","松浦"
"502907","1610","佐賀","唐津"
"502913","47805","長崎","平戸"
"502914","47805","長崎","平戸"
"502915","0814","長崎","松浦"
"502916","1610","佐賀","唐津"
"502917","1610","佐賀","唐津"
"502924","47805","長崎","平戸"
"502925","1478","長崎","石田"
"502926","1610","佐賀","唐津"
"502927","1610","佐賀","唐津"
"502936","1478","長崎","石田"
"502945","1478","長崎","石田"
"502946","1478","長崎","石田"
"502955","1144","長崎","芦辺"
"502956","1478","長崎","石田"
"502965","1144","長崎","芦辺"
"502966","1144","長崎","芦辺"
"503000","1610","佐賀","唐津"
"503001","1616","佐賀","北山"
"503002","1616","佐賀","北山"
"503003","1612","佐賀","鳥栖"
"503004","1612","佐賀","鳥栖"
"503005","0788","福岡","朝倉"
"503006","47814","大分","日田"
"503007","47814","大分","日田"
"503010","1610","佐賀","唐津"
"503011","1616","佐賀","北山"
"503012","1611","福岡","早良脇山"
"503013","1141","福岡","太宰府"
"503014","1141","福岡","太宰府"
"503015","0788","福岡","朝倉"
"503016","0789","福岡","英彦山"
"503017","0789","福岡","英彦山"
"503020","0785","福岡","前原"
"503021","0785","福岡","前原"
"503022","47807","福岡","福岡"
"503023","1477","福岡","博多"
"503024","1141","福岡","太宰府"
"503025","47809","福岡","飯塚"
"503026","1046","福岡","添田"
"503027","0789","福岡","英彦山"
"503030","0785","福岡","前原"
"503031","0785","福岡","前原"
"503032","47807","福岡","福岡"
"503033","1477","福岡","博多"
"503034","1477","福岡","博多"
"503035","47809","福岡","飯塚"
"503036","1046","福岡","添田"
"503037","0782","福岡","行橋"
"503042","47807","福岡","福岡"
"503043","0943","福岡","宗像"
"503044","0943","福岡","宗像"
"503045","47809","福岡","飯塚"
"503046","1637","福岡","東谷"
"503047","0782","福岡","行橋"
"503052","0943","福岡","宗像"
"503053","0943","福岡","宗像"
"503054","0943","福岡","宗像"
"503055","0780","福岡","八幡"
"503056","1637","福岡","東谷"
"503057","1637","福岡","東谷"
"503063","0943","福岡","宗像"
"503064","0943","福岡","宗像"
"503065","0780","福岡","八幡"
"503066","0780","福岡","八幡"
"503067","47762","山口","下関"
"503075","0780","福岡","八幡"
"503076","47762","山口","下関"
"503077","47762","山口","下関"
"503100","0979","大分","耶馬渓"
"503101","0979","大分","耶馬渓"
"503102","0931","大分","院内"
"503103","0931","大分","院内"
"503104","1237","大分","杵築"
"503105","1237","大分","杵築"
"503110","0979","大分","耶馬渓"
"503111","0979","大分","耶馬渓"
"503112","0931","大分","院内"
"503113","0931","大分","院内"
"503114","1237","大分","杵築"
"503115","0796","大分","武蔵"
"503120","0979","大分","耶馬渓"
"503121","0794","大分","中津"
"503122","0794","大分","中津"
"503123","0795","大分","豊後高田"
"503124","0795","大分","豊後高田"
"503125","0796","大分","武蔵"
"503130","0782","福岡","行橋"
"503131","0794","大分","中津"
"503132","0794","大分","中津"
"503133","0795","大分","豊後高田"
"503134","1137","大分","国見"
"503135","1137","大分","国見"
"503140","0782","福岡","行橋"
"503144","1137","大分","国見"
"503145","1137","大分","国見"
"503150","1590","福岡","空港北町"
"503157","0942","山口","柳井"
"503160","1590","福岡","空港北町"
"503167","0776","山口","下松"
"503170","47762","山口","下関"
"503171","0778","山口","宇部"
"503172","0778","山口","宇部"
"503173","0775","山口","防府"
"503174","0775","山口","防府"
"503175","0775","山口","防府"
"503176","0776","山口","下松"
"503177","0776","山口","下松"
"503200","1456","愛媛","瀬戸"
"503201","1456","愛媛","瀬戸"
"503202","1456","愛媛","瀬戸"
"503203","0961","愛媛","宇和"
"503204","0961","愛媛","宇和"
"503205","1350","愛媛","近永"
"503206","0921","高知","梼原"
"503207","0921","高知","梼原"
"503211","1456","愛媛","瀬戸"
"503212","1456","愛媛","瀬戸"
"503213","0743","愛媛","八幡浜"
"503214","0959","愛媛","大洲"
"503215","0742","愛媛","獅子越峠"
"503216","0742","愛媛","獅子越峠"
"503217","0921","高知","梼原"
"503222","1456","愛媛","瀬戸"
"503223","0959","愛媛","大洲"
"503224","0959","愛媛","大洲"
"503225","0740","愛媛","中山"
"503226","0742","愛媛","獅子越峠"
"503227","0742","愛媛","獅子越峠"
"503233","0739","愛媛","長浜"
"503234","0739","愛媛","長浜"
"503235","0740","愛媛","中山"
"503236","0741","愛媛","久万"
"503237","0741","愛媛","久万"
"503240","0942","山口","柳井"
"503241","0779","山口","安下庄"
"503244","0739","愛媛","長浜"
"503245","0740","愛媛","中山"
"503246","0737","愛媛","上林"
"503247","0737","愛媛","上林"
"503250","0942","山口","柳井"
"503251","0779","山口","安下庄"
